,sno,rent,return
298,35,11913.846153846154,10755.153846153846
299,334,1504.6153846153845,1552.0
300,143,2594.769230769231,1578.3846153846155
301,320,2806.230769230769,3071.6923076923076
302,84,4038.5384615384614,4694.692307692308
303,78,12770.307692307691,11152.692307692309
304,390,3918.769230769231,3953.3076923076924
305,41,3850.076923076923,3469.3076923076924
306,160,3169.4615384615386,3915.230769230769
307,216,3807.230769230769,5618.153846153846
308,394,2591.3076923076924,2852.923076923077
309,101,4682.307692307692,4368.2307692307695
310,399,622.3076923076923,409.53846153846155
311,55,5312.615384615385,5152.615384615385
312,286,2457.0,2894.076923076923
313,283,5488.0,5526.461538461538
314,154,2586.3846153846152,2642.3076923076924
315,365,281.84615384615387,654.2307692307693
316,263,976.0769230769231,1145.0
317,193,4276.153846153846,4017.153846153846
318,1,24326.30769230769,21226.0
319,357,1787.1538461538462,2196.769230769231
320,364,1558.7692307692307,1487.6153846153845
321,51,3231.4615384615386,3339.6923076923076
322,249,1651.076923076923,2126.769230769231
323,370,2135.6923076923076,2667.6923076923076
324,219,4487.7692307692305,5279.153846153846
325,361,1527.5384615384614,1747.076923076923
326,359,354.0,459.38461538461536
327,147,5907.461538461538,5396.846153846154
328,311,1476.923076923077,1999.076923076923
329,116,2095.3076923076924,2398.923076923077
330,58,6405.7692307692305,6294.923076923077
331,360,2353.3076923076924,1662.923076923077
332,175,7080.153846153846,6945.846153846154
333,264,4554.461538461538,4942.692307692308
334,18,6180.538461538462,6211.692307692308
335,244,4795.846153846154,4806.307692307692
336,185,6068.538461538462,5327.2307692307695
337,346,1855.8461538461538,2014.6153846153845
338,303,3259.6153846153848,3262.4615384615386
339,125,2800.6153846153848,3064.076923076923
340,108,4793.0,4701.846153846154
341,120,10075.461538461539,9138.615384615385
342,205,1640.1538461538462,1910.1538461538462
343,177,1084.8461538461538,1721.923076923077
344,292,2780.3076923076924,3083.769230769231
345,59,7963.615384615385,8285.538461538461
346,139,2868.3076923076924,3154.0
347,323,1573.076923076923,1739.2307692307693
348,10,8269.615384615385,9311.153846153846
349,384,101.46153846153847,306.9230769230769
350,301,5400.153846153846,5886.2307692307695
351,71,13440.384615384615,13467.076923076924
352,310,3214.230769230769,3651.923076923077
